usr_code,title,review,rating,place,travel_date
minori_moof,Amazing! Go see it while you can!,"Saw Beyond Babel and back for part 2. It's amazing choreography and a great story. Highly recommend for those who enjoy the arts and dance, but also a great show to see for those who are new to the dance world.",50,Beyond Babel,February 2019
andrea4sd,Beyond Babel is 100% Worth Attending,"These Dancera and the production has me jumping out of my skin with delight! The talent is top notch. 100% worthy the price of admission! Turned me on politically, socially, emotionally! Come and get your fix!",50,Beyond Babel,February 2019
TamMck,See This!,Our 2nd time to see the show. Just as amazing as the 1st time. You won't be disappointed. No bad seats!,50,Beyond Babel,February 2019
CandidMom,Oceanfront  RV camping,"Had a great time at this park. Stayed 3 nights oceanfront... Spectacular view. Watched waves, surfers and birds while sipping wine. Park Staff was very knowledgeable and helpful.  Other campers very friendly. A variety of tents, campers and RVs. Lots of restaurants and stores within a couple miles. Highly recommend this place!",50,South Carlsbad State Beach,November 2014
BubbaG595,"Camping on beach,  great facilities","Absolutely loved this place,  sad it is so popular.  Hard to get reservations,  we tried 6 months in advance and could only get 5 nights,  but well worth it. ",50,South Carlsbad State Beach,November 2014
pumpkin5156,Tent camping in April,*We booked site 181 for September 2015 and upon driving by it on this trip I called and changed to 171. The lower 180s and upper 170s are small lots with little privacy.  The map on the ReserveAmerica.com site is a little different than the actual state park map as far as placement of bathrooms and water spigots go. I would refer to the state park website when choosing a spot.,40,South Carlsbad State Beach,April 2015
Lisa M,Tent Camping,Just stayed here last night. Site #178. Just steps from beach access and short walk from bathroom. Very enjoyable stay!,50,South Carlsbad State Beach,June 2015
CarpeDiem0212,Excellent Brews and Fun at the Mission Brewery,My wife and I visited this brewery after visiting some of the sights in San Diego. It was well worth the trip! Their taproom is huge and the staff is very friendly. We ordered a flight of their specialty beers and enjoyed them all. All the other visitors were friendly and fun to talk with. We would recommend looking up this brewery. It is near the ball field. It has great brews and a good laid back atmosphere. Fun times in San Diego!,50,Mission Brewery,July 2016
BrenRob,Neat place with great beer,This place was beautiful inside.  This old building was once a wonderbread factory.  The inside is done great very historic looking.  The beers are great we did a flight to get to taste some of the different beers that they make.  We are glad we made this one our stops in San Diego.,50,Mission Brewery,August 2016
109ChrisM109,Perfect Theme for a San Diego Brewery,"The beer? Great. I didn't try everything. They ran the gauntlet though, having light beers, strong ones, and many in between. For San Diego I was surprised, namely because all my cousins down there live off of Mexican beers like Pacifico and Corona. Decent brews in their own right. But still, nice to know that craft beer is gaining a foothold in Diego.",40,Mission Brewery,December 2015
cmwunduke89,Great Brewery ,Loved this place! Great local brewery to check out for great local beer. A fun place to hang out with friends. Helpful and friendly staff. Would recommend checking out!,50,Mission Brewery,September 2016
Elaine66UK,Definitely Visit,"The whole set up is just fab, friendly and flexible. It looks like a great place to work and this comes across in the service it provides. If you don't do the tour, pop in for a wee bit if beer tasting, you won't regret it.",50,Mission Brewery,September 2016
Christopher E,"Interesting museum, but a bit small","I love cars and was excited to visit the San Diego Automotive museum. I went with my brother and 7 year old niece. The museum had a lot of interesting motorcycles as well as some cool cars - Lamborghini Countach, Bizzarini, Ford Bronco, Austin taxi, Cadillac V16..and the star of the whole place: Louie Mattar and his 1947 Cacillad car and trailer - the fabulous 75.000 dollar car! Seeing this made the visit worth it! I felt that otherwise, the place was a bit small and there were too many hot rods and custom cars for my liking. However, if in the Balboa Park area, go and check it out! You can also visit the Aeronautical museum next door and the Museum of Art, which is only a close walk away.",30,San Diego Automotive Museum,March 2018
englishguru,"Smaller than expected, but still cool","My family came here because Grandpa wanted to see the old cars. It’s only one floor, but there are some really neat cars. It made Grandpa happy. There’s three things that little kids can climb in, otherwise it’s DON’T TOUCH everywhere. There’s a nice section of old motorcycles, and “Rat Rods”(which I honestly didn’t even know existed). Traveling with four children under 10, we took about an hour inside. With our AAA discount it was the cheapest thing we did in San Diego. (Bonus, the air & space museum is right next door.) If you like cars, or are traveling with a car fan, you should check it out because it’s quick and easy.",30,San Diego Automotive Museum,April 2018
91GrownYoungWoman,Small Museum But Cool Collection,"My sister is into cars and motorcycles so this was a perfect museum for her. But not only she enjoyed it, my parents and I did too. Tho is small but it does have a cool collection of cars and motorcycles, it took us about 1 hour to see everything there. We can't complain about the price because we got our tickets ahead of time on special and it was so worth it.",40,San Diego Automotive Museum,April 2018
10ringtraveler,Christmas party gathering,     Very friendly staff and a very clean establishment. Another great recommendation,50,AleSmith Brewing Company,December 2016
hgpayne,Grabbing a beer,AleSmith is always a favorite stop when out hitting the local brew pubs. This time we checked out the Bourbon Barrel Aged Beer Room. What a find.,50,AleSmith Brewing Company,December 2016
715autumnm,Nice brewery ,they have over 25 beers on tap. There is a amazing selection. They even have a speakeasy room with barrel aged beers. You have to get the password. Its very cool.,40,AleSmith Brewing Company,December 2016
