review,travel_date,rating,place,usr_code,title
"Dark and gloomy, but SO efficient! This is a wonderful system. It takes awhile for visitors to figure things out, but staff is ver patient and helpful. We were impressed!",April 2019,50,Washington Metropolitan Area Transit Authority (Metro),MNKate2016,Best way to navigate DC
"Dirksen Senate Office building is significantly older and darker, than Hart Senate Office Building (next door) with is lighter and more pleasant. Both are free. If you are going to visit a US Senator or a staff member, building im 20-25 minutes standing in life.  It generally does not take that much time but sometimes it does.",April 2018,40,Senate and House Office Buildings,JoeNathan9249,Dirksen building is dark and not particularly inviting.  Hart is much lighter & more welcoming
"I just love this museum so much - both the building and exhibitions are top notch, there is a delightful little cafe as well. Of course, the admission is free.",March 2019,50,Hirshhorn Museum and Sculpture Garden,leuveen,"Fantastic museum - if you have time for only one, this is the right choice"
Some very interesting exhibits in here.  Also some very odd ones.  But who am I to judge?  The building itself is cool as its round.  Also the sculpture garden is a wonderful place to relax.,March 2019,40,Hirshhorn Museum and Sculpture Garden,lucycan,Unique
"There is a lot of fun art to see in a small space. This visit is FREE. Wear sunscreen, carry water, and have an umbrella, as this is an outdoor attraction. Across from here is the Hirshhorn Museum. That is free, too. Charge your camera battery, as there are many opportunities for photography. ",March 2019,50,Hirshhorn Museum and Sculpture Garden,PaleoGypsy,A Worthwhile Visit
Great fun trip at this museum. Wonderful permanent collections and interesting exhibits. It can been seen in about an hour and is a gorgeous building and has great views from the upper floors. ,March 2019,50,Hirshhorn Museum and Sculpture Garden,CelticGirlLA,Love this museum!
Loved this museum.. The contemporary art is thought-provoking. Great for all ages. It's not overly crowded which is a nice switch from some of the other Smithsonians. ,April 2019,50,Hirshhorn Museum and Sculpture Garden,Deb v,Great thought-provoking art museum
Many of the museums are currently closed in DC. The National Museum of Women in the Arts was open.  We started on the top floor and worked our way down.  Excellent display of old and new art.  The library also housed some interesting art and information in their display cases.,January 2019,40,National Museum of Women in the Arts,caroler54,Nice Galley of Women's ART
"Thoroughly enjoyed the art. The permanent collection is on the third floor, including self-portraits by Frida Kahlo and Mary Cassatt. We also saw the Rodarte exhibit--stunning.",January 2019,50,National Museum of Women in the Arts,Wendy B,Eclectic collection
"Greenery, the waterway and kilometres of tracks for walking, running and more make this a great getaway only a couple of metro stops from the very heart of Washington.",December 2017,40,Rock Creek Park,phutty,A natural oasis in the centre of DC
"You will not be the only one with that idea! Prepare to share the trail at this popular park, but bask in the cool shade during the summer months or view the turning foliage in the fall.",August 2017,50,Rock Creek Park,Jessica C,Escape the city on a sunny Saturday
I used to walk daily on the park trail which is near river and walk all over until National Mall area. The trail is always crowded with people doing sport and bikers. There is also seatings all over the trail so you can sit and enjoy the river,February 2018,40,Rock Creek Park,Abdulmoez-Tahmaz,Fantastic 
"Go on a weekend and the main drive is (mostly) closed to automobiles, becoming a two-lane hiker-biker-walker-skateboarder haven.  Start at the Zoo, or at Georgetown, then venture out and discover.  Something for everyone...",November 2017,40,Rock Creek Park,Kim T,Impressive
"The garden is beautiful. And the outside prayer walk is very nice. A prayerful, peace environment.",June 2018,40,Franciscan Monastery of the Holy Land,veryyellow,nice and peace
For DC travelers this is a must see. This is a tranquil place amid the hubbub of DC.  Good place to sit and smell the roses so to speak. The Gardens are beautifully maintained.  We were there end of June and the flowers were in bloom and the colors were very well orchestrated.  This is a very well maintained garden. There is also a lot of history and holy land replicas.  Worth taking the 11 am tour if you have time.  Also good access by metro.,June 2018,50,Franciscan Monastery of the Holy Land,Zela A,An oasis of tranquility and beauty in the middle of DC.
"I often visit when I need time only.  I walk through the garden.  I find is comforting place to sit, reflect and write.",March 2018,40,Franciscan Monastery of the Holy Land,611mimi,My quiet place
"We stopped here after the Basilica (it's only one mile down the road).  There is plenty of parking. We came on a Saturday afternoon around 1 PM. We took the tour of the church and the catacombs.  Our guide was very friendly, funny, and informative.  The tour was very interesting.  The grounds were peaceful and pretty, however some of the outside structures were very dirty and that was disappointing.  It only would have taken a broom and a little soap & water to keep them clean inside.  Otherwise, it was a most informative and enjoyable time!",July 2018,40,Franciscan Monastery of the Holy Land,ddallas1969,A great tour
